Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
1996-97,1996-11-16T00:00:00Z,Aston Villa,Leicester,1,3,A,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Blackburn,Chelsea,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Everton,Southampton,7,1,H,5,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Leeds,Liverpool,0,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Man United,Arsenal,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Newcastle,West Ham,1,1,D,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Tottenham,Sunderland,2,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-16T00:00:00Z,Wimbledon,Coventry,2,2,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-17T00:00:00Z,Derby,Middlesbrough,2,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-18T00:00:00Z,Sheffield Weds,Nott'm Forest,2,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-20T00:00:00Z,Liverpool,Everton,1,1,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Chelsea,Newcastle,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Coventry,Aston Villa,1,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Leicester,Everton,1,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Liverpool,Wimbledon,1,1,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Middlesbrough,Man United,2,2,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Southampton,Leeds,0,2,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,Sunderland,Sheffield Weds,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-23T00:00:00Z,West Ham,Derby,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-24T00:00:00Z,Arsenal,Tottenham,3,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-25T00:00:00Z,Nott'm Forest,Blackburn,2,2,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Aston Villa,Middlesbrough,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Blackburn,Southampton,2,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Derby,Coventry,2,1,H,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Everton,Sunderland,1,3,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Man United,Leicester,3,1,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Newcastle,Arsenal,1,2,A,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Sheffield Weds,West Ham,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-11-30T00:00:00Z,Wimbledon,Nott'm Forest,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-01T00:00:00Z,Leeds,Chelsea,2,0,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-02T00:00:00Z,Tottenham,Liverpool,0,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-03T00:00:00Z,Middlesbrough,Leicester,0,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-04T00:00:00Z,Arsenal,Southampton,3,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-04T00:00:00Z,West Ham,Aston Villa,0,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Arsenal,Derby,2,2,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Chelsea,Everton,2,2,D,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Coventry,Tottenham,1,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Leicester,Blackburn,1,1,D,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Liverpool,Sheffield Weds,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Middlesbrough,Leeds,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Southampton,Aston Villa,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-07T00:00:00Z,Sunderland,Wimbledon,1,3,A,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-08T00:00:00Z,West Ham,Man United,2,2,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-09T00:00:00Z,Nott'm Forest,Newcastle,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-14T00:00:00Z,Leeds,Tottenham,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-14T00:00:00Z,Liverpool,Middlesbrough,5,1,H,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-14T00:00:00Z,Wimbledon,Blackburn,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-15T00:00:00Z,Sunderland,Chelsea,3,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-16T00:00:00Z,Derby,Everton,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-17T00:00:00Z,Coventry,Newcastle,2,1,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-17T00:00:00Z,Liverpool,Nott'm Forest,4,2,H,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-18T00:00:00Z,Sheffield Weds,Man United,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Chelsea,West Ham,3,1,H,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Everton,Leeds,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Leicester,Coventry,0,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Man United,Sunderland,5,0,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Nott'm Forest,Arsenal,2,1,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Southampton,Derby,3,1,H,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-21T00:00:00Z,Tottenham,Sheffield Weds,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-22T00:00:00Z,Aston Villa,Wimbledon,5,0,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-23T00:00:00Z,Newcastle,Liverpool,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Aston Villa,Chelsea,0,2,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Blackburn,Newcastle,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Leeds,Coventry,1,3,A,1,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Liverpool,Leicester,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Middlesbrough,Everton,4,2,H,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Nott'm Forest,Man United,0,4,A,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Sheffield Weds,Arsenal,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Sunderland,Derby,2,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-26T00:00:00Z,Tottenham,Southampton,3,1,H,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Arsenal,Aston Villa,2,2,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Chelsea,Sheffield Weds,2,2,D,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Coventry,Middlesbrough,3,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Derby,Blackburn,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Everton,Wimbledon,1,3,A,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Leicester,Nott'm Forest,2,2,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Man United,Leeds,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,Newcastle,Tottenham,7,1,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-28T00:00:00Z,West Ham,Sunderland,2,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1996-12-29T00:00:00Z,Southampton,Liverpool,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Arsenal,Middlesbrough,2,0,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Chelsea,Liverpool,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Coventry,Sunderland,2,2,D,2,2,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Everton,Blackburn,0,2,A,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Man United,Aston Villa,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,Newcastle,Leeds,3,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-01T00:00:00Z,West Ham,Nott'm Forest,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Aston Villa,Newcastle,2,2,D,1,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Blackburn,Coventry,4,0,H,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Leeds,Leicester,3,0,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Liverpool,West Ham,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Middlesbrough,Southampton,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Nott'm Forest,Chelsea,2,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Sheffield Weds,Everton,2,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Sunderland,Arsenal,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-11T00:00:00Z,Wimbledon,Derby,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-12T00:00:00Z,Tottenham,Man United,1,2,A,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Chelsea,Derby,3,1,H,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Coventry,Man United,0,2,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Leicester,Wimbledon,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Liverpool,Aston Villa,3,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Middlesbrough,Sheffield Weds,4,2,H,2,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Southampton,Newcastle,2,2,D,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-18T00:00:00Z,Sunderland,Blackburn,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-19T00:00:00Z,Arsenal,Everton,3,1,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-19T00:00:00Z,Nott'm Forest,Tottenham,2,1,H,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-20T00:00:00Z,West Ham,Leeds,0,2,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Aston Villa,Sheffield Weds,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Leeds,Derby,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Leicester,Sunderland,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Man United,Wimbledon,2,1,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Newcastle,Everton,4,1,H,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Nott'm Forest,Coventry,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,Tottenham,Blackburn,2,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-01-29T00:00:00Z,West Ham,Arsenal,1,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Aston Villa,Sunderland,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Blackburn,West Ham,2,1,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Derby,Liverpool,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Everton,Nott'm Forest,2,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Leeds,Arsenal,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Man United,Southampton,2,1,H,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Sheffield Weds,Coventry,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Tottenham,Chelsea,1,2,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-01T00:00:00Z,Wimbledon,Middlesbrough,1,1,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-02T00:00:00Z,Newcastle,Leicester,4,3,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-15T00:00:00Z,Derby,West Ham,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-15T00:00:00Z,Tottenham,Arsenal,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-19T00:00:00Z,Arsenal,Man United,1,2,A,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-19T00:00:00Z,Aston Villa,Coventry,2,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-19T00:00:00Z,Derby,Sheffield Weds,2,2,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-19T00:00:00Z,Liverpool,Leeds,4,0,H,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Chelsea,Man United,1,1,D,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Coventry,Everton,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Leicester,Derby,4,2,H,3,1,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Liverpool,Blackburn,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Middlesbrough,Newcastle,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Nott'm Forest,Aston Villa,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Southampton,Sheffield Weds,2,3,A,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-22T00:00:00Z,Sunderland,Leeds,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-23T00:00:00Z,Arsenal,Wimbledon,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-24T00:00:00Z,West Ham,Tottenham,4,3,H,3,2,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-02-26T00:00:00Z,Southampton,Wimbledon,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Blackburn,Sunderland,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Derby,Chelsea,3,2,H,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Everton,Arsenal,0,2,A,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Leeds,West Ham,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Man United,Coventry,3,1,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Newcastle,Southampton,0,1,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Sheffield Weds,Middlesbrough,3,1,H,2,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Tottenham,Nott'm Forest,0,1,A,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-01T00:00:00Z,Wimbledon,Leicester,1,3,A,0,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-02T00:00:00Z,Aston Villa,Liverpool,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-03T00:00:00Z,Coventry,Wimbledon,1,1,D,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-04T00:00:00Z,Sunderland,Tottenham,0,4,A,0,3,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-05T00:00:00Z,Chelsea,Blackburn,1,1,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-05T00:00:00Z,Leicester,Aston Villa,1,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-05T00:00:00Z,Middlesbrough,Derby,6,1,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-05T00:00:00Z,Nott'm Forest,Sheffield Weds,0,3,A,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-05T00:00:00Z,Southampton,Everton,2,2,D,0,2,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-08T00:00:00Z,Arsenal,Nott'm Forest,2,0,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-08T00:00:00Z,Coventry,Leicester,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-08T00:00:00Z,Leeds,Everton,1,0,H,1,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-08T00:00:00Z,Sunderland,Man United,2,1,H,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-10T00:00:00Z,Liverpool,Newcastle,4,3,H,3,0,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-11T00:00:00Z,Blackburn,Nott'm Forest,1,1,D,0,1,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-12T00:00:00Z,Leeds,Southampton,0,0,D,0,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-97,1997-03-12T00:00:00Z,Sheffield Weds,Sunderland,2,1,H,1,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
