home,away,home_code,away_code,home_last_wins,home_last_draws,home_last_loses,away_last_wins,away_last_draws,away_last_loses,GF,GA
West Ham,Sunderland,46,40,0,1,2,2,0,1,1,1
Everton,Tottenham,18,43,1,1,1,1,1,1,2,3
Sunderland,West Ham,40,46,1,0,2,2,1,0,1,1
Chelsea,Arsenal,14,0,1,1,1,1,0,2,2,2
Liverpool,Aston Villa,25,1,1,1,1,0,2,0,3,1
Southampton,Charlton,38,13,0,2,1,2,0,1,1,1
Arsenal,Chelsea,0,14,2,0,1,1,1,1,2,2
Newcastle,Coventry,29,15,2,0,1,1,0,2,2,0
Middlesbrough,Derby,28,17,1,1,1,1,2,0,3,3
Leicester,Ipswich,24,22,1,2,0,1,1,1,2,1
Ipswich,Leicester,22,24,1,1,1,0,2,1,1,2
Aston Villa,Liverpool,1,25,0,2,0,1,1,1,1,3
Derby,Middlesbrough,17,28,0,2,1,1,1,1,3,3
Coventry,Newcastle,15,29,2,0,1,1,0,2,0,2
Charlton,Southampton,13,38,1,0,2,1,2,0,1,1
Bradford,Arsenal,8,0,1,1,2,1,1,2,1,1
Ipswich,Aston Villa,22,1,1,1,2,1,2,0,1,2
Arsenal,Bradford,0,8,2,1,1,2,1,1,1,1
Newcastle,Chelsea,29,14,3,0,1,1,2,1,0,0
Leeds,Coventry,23,15,2,0,1,2,0,2,0,0
Middlesbrough,Everton,28,18,1,2,1,2,1,1,1,2
Aston Villa,Ipswich,1,22,0,2,1,2,1,1,2,1
Coventry,Leeds,15,23,2,0,2,1,0,2,0,0
Southampton,Leicester,38,24,0,3,1,0,2,2,0,1
Man City,Liverpool,26,25,2,0,2,1,1,2,2,3
Liverpool,Man City,25,26,2,1,1,2,0,2,3,2
Sunderland,Man United,40,27,1,1,2,0,2,2,0,3
Everton,Middlesbrough,18,28,1,1,2,1,2,1,2,1
Chelsea,Newcastle,14,29,1,2,1,1,0,3,0,0
Leicester,Southampton,24,38,2,2,0,1,3,0,1,0
Man United,Sunderland,27,40,2,2,0,2,1,1,3,0
Derby,Charlton,17,13,0,3,1,2,1,1,2,2
Charlton,Derby,13,17,1,1,2,1,3,0,2,2
West Ham,Tottenham,46,43,0,2,2,1,1,2,0,1
Tottenham,West Ham,43,46,2,1,1,2,2,0,1,0
Coventry,Arsenal,15,0,2,1,2,1,2,2,1,2
Bradford,Aston Villa,8,1,1,2,2,1,2,1,0,2
Aston Villa,Bradford,1,8,1,2,1,2,2,1,2,0
Tottenham,Charlton,43,13,3,1,1,2,2,1,0,1
Arsenal,Coventry,0,15,2,2,1,2,1,2,2,1
Sunderland,Derby,40,17,1,1,3,1,4,0,2,1
Man United,Everton,27,18,3,2,0,2,1,2,3,1
Leeds,Ipswich,23,22,2,1,1,3,1,1,1,2
Ipswich,Leeds,22,23,1,1,3,1,1,2,2,1
Everton,Man United,18,27,2,1,2,0,2,3,1,3
Southampton,Newcastle,38,29,0,3,2,1,1,3,2,0
Newcastle,Southampton,29,38,3,1,1,2,3,0,0,2
Derby,Sunderland,17,40,0,4,1,3,1,1,1,2
Charlton,Tottenham,13,43,1,2,2,1,1,3,1,0
Leicester,Chelsea,24,14,3,2,0,1,3,1,2,0
Chelsea,Leicester,14,24,1,3,1,0,2,3,0,2
West Ham,Liverpool,46,25,0,2,3,1,1,3,1,1
Middlesbrough,Man City,28,26,1,2,2,3,0,2,1,1
Man City,Middlesbrough,26,28,2,0,3,2,2,1,1,1
Liverpool,West Ham,25,46,3,1,1,3,2,0,1,1
Ipswich,Arsenal,22,0,2,1,2,0,2,3,1,1
Middlesbrough,Aston Villa,28,1,0,3,2,1,2,2,1,1
Southampton,Bradford,38,8,1,2,2,2,2,1,1,0
Newcastle,Charlton,29,13,3,1,1,2,2,1,0,1
Man United,Chelsea,27,14,3,2,0,2,3,0,3,3
West Ham,Coventry,46,15,0,3,2,2,1,2,3,0
Leeds,Derby,23,17,2,1,2,2,3,0,1,1
Arsenal,Ipswich,0,22,3,2,0,2,1,2,1,1
Derby,Leeds,17,23,0,3,2,2,1,2,1,1
Sunderland,Liverpool,40,25,1,1,3,1,2,2,1,1
Tottenham,Man City,43,26,2,1,2,2,1,2,0,0
Chelsea,Man United,14,27,0,3,2,0,2,3,3,3
Aston Villa,Middlesbrough,1,28,2,2,1,2,3,0,1,1
Charlton,Newcastle,13,29,1,2,2,1,1,3,1,0
Bradford,Southampton,8,38,1,2,2,2,2,1,0,1
Liverpool,Sunderland,25,40,2,2,1,3,1,1,1,1
Man City,Tottenham,26,43,2,1,2,2,1,2,0,0
Coventry,West Ham,15,46,2,1,2,2,3,0,0,3
Leicester,Everton,24,18,4,1,0,2,1,2,1,1
Everton,Leicester,18,24,2,1,2,0,1,4,1,1
Derby,Aston Villa,17,1,0,4,1,1,2,2,1,4
West Ham,Bradford,46,8,1,3,1,3,2,0,1,1
Coventry,Charlton,15,13,1,1,3,1,2,2,2,2
Charlton,Coventry,13,15,2,2,1,3,1,1,2,2
Aston Villa,Derby,1,17,2,2,1,1,4,0,4,1
Ipswich,Everton,22,18,2,1,2,2,2,1,3,0
Everton,Ipswich,18,22,1,2,2,2,1,2,0,3
Tottenham,Leeds,43,23,2,1,2,2,2,1,3,4
Newcastle,Man City,29,26,2,1,2,2,2,1,1,0
Southampton,Middlesbrough,38,28,2,2,1,2,3,0,1,3
Man City,Newcastle,26,29,1,2,2,2,1,2,0,1
Middlesbrough,Southampton,28,38,0,3,2,1,2,2,3,1
Leeds,Tottenham,23,43,1,2,2,2,1,2,4,3
Bradford,West Ham,8,46,0,2,3,1,3,1,1,1
Man United,Arsenal,27,0,3,2,0,0,3,2,0,1
Liverpool,Chelsea,25,14,2,3,0,1,4,0,0,3
Sunderland,Leicester,40,24,1,2,2,0,2,3,0,0
Chelsea,Liverpool,14,25,0,4,1,0,3,2,3,0
Arsenal,Man United,0,27,2,3,0,0,2,3,1,0
Leicester,Sunderland,24,40,3,2,0,2,2,1,0,0
Aston Villa,Arsenal,1,0,3,1,1,0,3,2,0,1
Arsenal,Aston Villa,0,1,2,3,0,1,1,3,1,0
Man City,Bradford,26,8,1,2,2,3,2,0,2,0
Leeds,Charlton,23,13,1,2,2,0,3,2,3,1
Sunderland,Chelsea,40,14,1,3,1,1,3,1,1,0
Tottenham,Coventry,43,15,2,1,2,3,2,0,1,2
Southampton,Everton,38,18,2,1,2,3,1,1,1,1
West Ham,Ipswich,46,22,1,3,1,2,1,2,1,1
Charlton,Leeds,13,23,2,3,0,2,2,1,1,3
Man United,Leicester,27,24,3,1,1,0,2,3,3,0
Bradford,Man City,8,26,0,2,3,2,2,1,0,2
Leicester,Man United,24,27,3,2,0,1,1,3,0,3
Everton,Southampton,18,38,1,1,3,2,1,2,1,1
Chelsea,Sunderland,14,40,1,3,1,1,3,1,0,1
Coventry,Tottenham,15,43,0,2,3,2,1,2,2,1
Ipswich,West Ham,22,46,2,1,2,1,3,1,1,1
Liverpool,Derby,25,17,2,2,1,2,3,0,4,0
Derby,Liverpool,17,25,0,3,2,1,2,2,0,4
Newcastle,Middlesbrough,29,28,2,1,2,1,3,1,3,1
Middlesbrough,Newcastle,28,29,1,3,1,2,1,2,1,3
West Ham,Arsenal,46,0,1,3,1,0,2,3,1,2
Ipswich,Bradford,22,8,2,2,1,3,2,0,2,0
Middlesbrough,Charlton,28,13,1,2,2,1,2,2,0,1
Coventry,Chelsea,15,14,1,2,2,2,2,1,1,6
Chelsea,Coventry,14,15,1,2,2,2,2,1,6,1
Tottenham,Derby,43,17,1,1,3,3,2,0,3,1
Newcastle,Everton,29,18,2,1,2,2,2,1,0,1
Bradford,Ipswich,8,22,0,2,3,1,2,2,0,2
Man United,Leeds,27,23,3,1,1,1,2,2,3,0
Liverpool,Leicester,25,24,2,2,1,1,2,2,1,0
Leicester,Liverpool,24,25,2,2,1,1,2,2,0,1
Leeds,Man United,23,27,2,2,1,1,1,3,0,3
Charlton,Middlesbrough,13,28,2,2,1,2,2,1,1,0
Everton,Newcastle,18,29,1,2,2,2,1,2,1,0
Derby,Tottenham,17,43,0,2,3,3,1,1,1,3
Arsenal,West Ham,0,46,3,2,0,1,3,1,2,1
Sunderland,Aston Villa,40,1,2,2,1,1,1,3,0,0
Aston Villa,Sunderland,1,40,3,1,1,1,2,2,0,0
Southampton,Man City,38,26,2,1,2,2,2,1,0,2
Man City,Southampton,26,38,1,2,2,2,1,2,2,0
Man City,Arsenal,26,0,2,2,1,0,1,4,0,5
Charlton,Aston Villa,13,1,3,1,1,1,2,2,1,2
Aston Villa,Charlton,1,13,2,2,1,1,1,3,2,1
Tottenham,Chelsea,43,14,1,1,3,2,1,2,0,3
Sunderland,Coventry,40,15,2,3,0,3,1,1,1,0
Leicester,Derby,24,17,1,2,2,4,1,0,2,1
Middlesbrough,Ipswich,28,22,1,2,2,0,2,3,1,2
Derby,Leicester,17,24,0,1,4,2,2,1,1,2
Arsenal,Man City,0,26,4,1,0,1,2,2,5,0
Southampton,Man United,38,27,2,1,2,1,1,3,0,5
Ipswich,Middlesbrough,22,28,3,2,0,2,2,1,2,1
West Ham,Newcastle,46,29,1,3,1,3,0,2,1,0
Man United,Southampton,27,38,3,1,1,2,1,2,5,0
Coventry,Sunderland,15,40,1,1,3,0,3,2,0,1
Chelsea,Tottenham,14,43,2,1,2,3,1,1,3,0
Newcastle,West Ham,29,46,2,0,3,1,3,1,0,1
Leeds,Bradford,23,8,2,1,2,4,1,0,1,1
Liverpool,Everton,25,18,2,2,1,2,2,1,3,1
Bradford,Leeds,8,23,0,1,4,2,1,2,1,1
Everton,Liverpool,18,25,1,2,2,1,2,2,1,3
Middlesbrough,Arsenal,28,0,1,1,3,0,1,4,0,1
Charlton,Bradford,13,8,2,1,2,3,2,0,2,0
Bradford,Charlton,8,13,0,2,3,2,1,2,0,2
Southampton,Chelsea,38,14,1,1,3,1,1,3,3,2
Man United,Coventry,27,15,3,1,1,3,1,1,2,1
Newcastle,Ipswich,29,22,2,0,3,0,2,3,2,1
Liverpool,Leeds,25,23,3,1,1,1,2,2,3,4
Man City,Leicester,26,24,2,1,2,2,2,1,0,1
Leeds,Liverpool,23,25,2,2,1,1,1,3,4,3
Leicester,Man City,24,26,1,2,2,2,1,2,1,0
Coventry,Man United,15,27,1,1,3,1,1,3,1,2
Arsenal,Middlesbrough,0,28,4,1,0,3,1,1,1,0
Ipswich,Newcastle,22,29,3,2,0,3,0,2,1,2
Chelsea,Southampton,14,38,3,1,1,3,1,1,2,3
Tottenham,Sunderland,43,40,1,1,3,0,3,2,2,1
Sunderland,Tottenham,40,43,2,3,0,3,1,1,1,2
Everton,Aston Villa,18,1,1,2,2,1,2,2,0,1
Aston Villa,Everton,1,18,2,2,1,2,2,1,1,0
West Ham,Derby,46,17,2,2,1,4,1,0,0,0
Derby,West Ham,17,46,0,1,4,1,2,2,0,0
Derby,Arsenal,17,0,0,1,4,0,0,5,0,0
Tottenham,Aston Villa,43,1,2,0,3,1,1,3,0,2
Everton,Bradford,18,8,1,1,3,3,2,0,1,0
Ipswich,Charlton,22,13,3,1,1,2,1,2,2,0
Arsenal,Derby,0,17,5,0,0,4,1,0,0,0
Bradford,Everton,8,18,0,2,3,3,1,1,0,1
Charlton,Ipswich,13,22,2,1,2,1,1,3,0,2
Newcastle,Leicester,29,24,3,0,2,2,1,2,1,1
West Ham,Man City,46,26,1,3,1,3,0,2,4,1
Middlesbrough,Man United,28,27,1,0,4,1,0,4,1,2
Man United,Middlesbrough,27,28,4,0,1,4,0,1,2,1
Leicester,Newcastle,24,29,2,1,2,2,0,3,1,1
Sunderland,Southampton,40,38,2,2,1,3,1,1,2,2
Southampton,Sunderland,38,40,1,1,3,1,2,2,2,2
Aston Villa,Tottenham,1,43,3,1,1,3,0,2,2,0
Man City,West Ham,26,46,2,0,3,1,3,1,1,4
Leeds,Chelsea,23,14,3,1,1,2,0,3,1,1
Liverpool,Coventry,25,15,3,0,2,3,1,1,4,1
Chelsea,Leeds,14,23,3,0,2,1,1,3,1,1
Coventry,Liverpool,15,25,1,1,3,2,0,3,1,4
Everton,Arsenal,18,0,2,1,2,0,1,4,2,0
Southampton,Aston Villa,38,1,1,2,2,1,1,3,2,0
Derby,Bradford,17,8,0,2,3,4,1,0,2,0
Chelsea,Charlton,14,13,2,1,2,3,0,2,0,2
Charlton,Chelsea,13,14,2,0,3,2,1,2,2,0
Bradford,Derby,8,17,0,1,4,3,2,0,0,2
Arsenal,Everton,0,18,4,1,0,2,1,2,0,2
West Ham,Leeds,46,23,2,2,1,1,2,2,1,0
Middlesbrough,Leicester,28,24,0,0,5,2,1,2,0,3
Man United,Man City,27,26,5,0,0,3,0,2,1,0
Man City,Man United,26,27,2,0,3,0,0,5,0,1
Leicester,Middlesbrough,24,28,2,1,2,5,0,0,3,0
Sunderland,Newcastle,40,29,2,2,1,2,1,2,2,1
Aston Villa,Southampton,1,38,3,1,1,2,2,1,0,2
Newcastle,Sunderland,29,40,2,1,2,1,2,2,1,2
Leeds,West Ham,23,46,2,2,1,1,2,2,0,1
Tottenham,Liverpool,43,25,2,0,3,1,0,4,2,1
Liverpool,Tottenham,25,43,4,0,1,3,0,2,1,2
Ipswich,Coventry,22,15,3,1,1,4,0,1,1,0
Coventry,Ipswich,15,22,1,0,4,1,1,3,0,1
Coventry,Aston Villa,15,1,0,0,5,1,1,3,1,1
Middlesbrough,Bradford,28,8,0,0,5,4,1,0,2,2
Sunderland,Charlton,40,13,2,2,1,2,0,3,1,0
Everton,Chelsea,18,14,3,0,2,2,1,2,2,1
Aston Villa,Coventry,1,15,3,1,1,5,0,0,1,1
Man United,Derby,27,17,5,0,0,2,2,1,3,0
Chelsea,Everton,14,18,2,1,2,2,0,3,1,2
Man City,Ipswich,26,22,1,0,4,1,0,4,2,3
Tottenham,Leicester,43,24,3,0,2,1,1,3,3,0
Ipswich,Man City,22,26,4,0,1,4,0,1,3,2
Derby,Man United,17,27,1,2,2,0,0,5,0,3
Bradford,Middlesbrough,8,28,0,1,4,5,0,0,2,2
West Ham,Southampton,46,38,3,1,1,2,1,2,3,2
Charlton,Sunderland,13,40,3,0,2,1,2,2,0,1
Leicester,Tottenham,24,43,3,1,1,2,0,3,0,3
Southampton,West Ham,38,46,2,1,2,1,1,3,2,3
Leeds,Arsenal,23,0,1,2,2,1,1,3,1,0
Arsenal,Leeds,0,23,3,1,1,2,2,1,0,1
Newcastle,Liverpool,29,25,1,1,3,2,0,3,2,1
Liverpool,Newcastle,25,29,3,0,2,3,1,1,1,2
Southampton,Arsenal,38,0,2,1,2,2,1,2,0,1
Newcastle,Aston Villa,29,1,2,1,2,1,1,3,1,1
Coventry,Bradford,15,8,0,1,4,3,2,0,1,2
Liverpool,Charlton,25,13,2,0,3,3,0,2,3,0
Bradford,Coventry,8,15,0,2,3,4,1,0,2,1
Ipswich,Derby,22,17,4,0,1,2,2,1,0,1
Derby,Ipswich,17,22,1,2,2,1,0,4,1,0
Leicester,Leeds,24,23,3,1,1,1,2,2,3,1
Leeds,Leicester,23,24,2,2,1,1,1,3,1,3
Charlton,Liverpool,13,25,2,0,3,3,0,2,0,3
Tottenham,Man United,43,27,3,0,2,0,0,5,0,2
West Ham,Middlesbrough,46,28,4,1,0,4,1,0,1,0
Aston Villa,Newcastle,1,29,3,1,1,2,1,2,1,1
Arsenal,Southampton,0,38,2,1,2,2,1,2,1,0
Man United,Tottenham,27,43,5,0,0,2,0,3,2,0
Middlesbrough,West Ham,28,46,0,1,4,0,1,4,0,1
Man City,Chelsea,26,14,0,0,5,3,1,1,1,2
Chelsea,Man City,14,26,1,1,3,5,0,0,2,1
Sunderland,Everton,40,18,3,1,1,2,0,3,2,0
Everton,Sunderland,18,40,3,0,2,1,1,3,0,2
Newcastle,Arsenal,29,0,2,2,1,2,1,2,0,5
West Ham,Aston Villa,46,1,4,1,0,1,2,2,1,1
Tottenham,Bradford,43,8,3,0,2,3,1,1,3,3
Man United,Charlton,27,13,5,0,0,3,0,2,3,3
Derby,Chelsea,17,14,2,2,1,3,1,1,1,4
Chelsea,Derby,14,17,1,1,3,1,2,2,4,1
Man City,Everton,26,18,0,0,5,2,0,3,5,0
Southampton,Leeds,38,23,2,1,2,2,1,2,1,0
Everton,Man City,18,26,3,0,2,5,0,0,0,5
Charlton,Man United,13,27,2,0,3,0,0,5,3,3
Sunderland,Middlesbrough,40,28,3,1,1,4,1,0,1,0
Arsenal,Newcastle,0,29,2,1,2,1,2,2,5,0
Leeds,Southampton,23,38,2,1,2,2,1,2,0,1
Middlesbrough,Sunderland,28,40,0,1,4,1,1,3,0,1
Bradford,Tottenham,8,43,1,1,3,2,0,3,3,3
Aston Villa,West Ham,1,46,2,2,1,0,1,4,1,1
Leicester,Coventry,24,15,3,1,1,4,1,0,0,1
Liverpool,Ipswich,25,22,2,0,3,2,0,3,0,1
Coventry,Leicester,15,24,0,1,4,1,1,3,1,0
Ipswich,Liverpool,22,25,3,0,2,3,0,2,1,0
Man City,Aston Villa,26,1,1,0,4,1,3,1,2,2
Newcastle,Bradford,29,8,1,2,2,2,2,1,2,1
Leicester,Charlton,24,13,2,1,2,3,1,1,3,1
Middlesbrough,Chelsea,28,14,0,1,4,2,1,2,1,0
Derby,Coventry,17,15,2,1,2,3,1,1,1,0
Coventry,Derby,15,17,1,1,3,2,1,2,0,1
West Ham,Everton,46,18,4,1,0,2,0,3,1,1
Southampton,Ipswich,38,22,2,1,2,1,0,4,1,3
Sunderland,Leeds,40,23,4,1,0,3,1,1,0,2
Charlton,Leicester,13,24,1,1,3,2,1,2,1,3
Aston Villa,Man City,1,26,1,3,1,4,0,1,2,2
Chelsea,Middlesbrough,14,28,2,1,2,4,1,0,0,1
Bradford,Newcastle,8,29,1,2,2,2,2,1,1,2
Ipswich,Southampton,22,38,4,0,1,2,1,2,3,1
Leeds,Sunderland,23,40,1,1,3,0,1,4,2,0
Everton,West Ham,18,46,3,0,2,0,1,4,1,1
Man United,Liverpool,27,25,4,1,0,3,0,2,0,1
Liverpool,Man United,25,27,2,0,3,0,1,4,1,0
Tottenham,Arsenal,43,0,2,1,2,2,1,2,1,1
Arsenal,Tottenham,0,43,2,1,2,2,1,2,1,1
Southampton,Coventry,38,15,2,0,3,3,1,1,1,1
Coventry,Southampton,15,38,1,1,3,3,0,2,1,1
Liverpool,Arsenal,25,0,2,0,3,2,1,2,4,0
Leeds,Aston Villa,23,1,2,0,3,1,4,0,1,2
Chelsea,Bradford,14,8,2,0,3,2,2,1,3,0
Everton,Charlton,18,13,2,1,2,3,1,1,0,1
Bradford,Chelsea,8,14,1,2,2,3,0,2,0,3
Newcastle,Derby,29,17,2,1,2,2,0,3,0,2
Charlton,Everton,13,18,1,1,3,2,1,2,1,0
Man United,Ipswich,27,22,3,1,1,1,0,4,2,0
Aston Villa,Leeds,1,23,0,4,1,3,0,2,2,1
West Ham,Leicester,46,24,3,2,0,2,0,3,1,2
Arsenal,Liverpool,0,25,2,1,2,3,0,2,0,4
Sunderland,Man City,40,26,4,0,1,3,1,1,1,0
Ipswich,Man United,22,27,4,0,1,1,1,3,0,2
Tottenham,Middlesbrough,43,28,2,2,1,3,1,1,0,0
Derby,Newcastle,17,29,3,0,2,2,1,2,2,0
Man City,Sunderland,26,40,1,1,3,1,0,4,0,1
Middlesbrough,Tottenham,28,43,1,1,3,1,2,2,0,0
Leicester,West Ham,24,46,3,0,2,0,2,3,2,1
Leicester,Arsenal,24,0,3,0,2,2,1,2,1,6
Man United,Aston Villa,27,1,3,1,1,0,4,1,1,0
Sunderland,Bradford,40,8,4,0,1,2,2,1,4,1
West Ham,Charlton,46,13,2,2,1,3,1,1,5,0
Ipswich,Chelsea,22,14,3,0,2,2,0,3,2,2
Everton,Coventry,18,15,1,1,3,2,2,1,1,2
Man City,Derby,26,17,1,1,3,2,0,3,0,0
Coventry,Everton,15,18,1,2,2,3,1,1,2,1
Chelsea,Ipswich,14,22,3,0,2,2,0,3,2,2
Newcastle,Leeds,29,23,2,1,2,3,0,2,2,1
Arsenal,Leicester,0,24,2,1,2,2,0,3,6,1
Middlesbrough,Liverpool,28,25,1,2,2,2,0,3,1,0
Derby,Man City,17,26,3,0,2,3,1,1,0,0
Aston Villa,Man United,1,27,1,4,0,1,1,3,0,1
Liverpool,Middlesbrough,25,28,3,0,2,2,2,1,0,1
Leeds,Newcastle,23,29,2,0,3,2,1,2,1,2
Bradford,Sunderland,8,40,1,2,2,1,0,4,1,4
Charlton,West Ham,13,46,1,1,3,1,2,2,0,5
Tottenham,Southampton,43,38,1,3,1,3,1,1,0,2
Southampton,Tottenham,38,43,1,1,3,1,3,1,2,0
Sunderland,Arsenal,40,0,4,0,1,1,1,3,2,2
Man City,Charlton,26,13,1,2,2,3,1,1,1,4
Middlesbrough,Coventry,28,15,2,1,2,2,1,2,1,1
Southampton,Derby,38,17,2,1,2,1,1,3,1,0
Tottenham,Ipswich,43,22,0,3,2,2,1,2,0,3
Charlton,Man City,13,26,1,1,3,2,2,1,4,1
Newcastle,Man United,29,27,2,1,2,1,1,3,1,1
Coventry,Middlesbrough,15,28,2,1,2,2,1,2,1,1
Man United,Newcastle,27,29,3,1,1,2,1,2,1,1
Derby,Southampton,17,38,3,1,1,2,1,2,0,1
Arsenal,Sunderland,0,40,3,1,1,1,0,4,2,2
Ipswich,Tottenham,22,43,2,1,2,2,3,0,3,0
Charlton,Arsenal,13,0,2,1,2,1,2,2,1,0
Chelsea,Aston Villa,14,1,3,1,1,1,3,1,1,0
Leicester,Bradford,24,8,3,0,2,3,1,1,1,2
Arsenal,Charlton,0,13,2,2,1,2,1,2,0,1
Aston Villa,Chelsea,1,14,1,3,1,1,1,3,0,1
Man City,Coventry,26,15,1,2,2,1,2,2,1,1
Everton,Derby,18,17,0,1,4,2,1,2,0,1
Derby,Everton,17,18,2,1,2,4,1,0,1,0
Sunderland,Ipswich,40,22,3,1,1,1,1,3,4,1
Middlesbrough,Leeds,28,23,2,2,1,4,0,1,1,1
Bradford,Leicester,8,24,1,1,3,2,0,3,2,1
Southampton,Liverpool,38,25,3,1,1,2,0,3,1,2
Coventry,Man City,15,26,2,2,1,2,2,1,1,1
West Ham,Man United,46,27,2,2,1,1,2,2,1,3
Leeds,Middlesbrough,23,28,1,0,4,1,2,2,1,1
Liverpool,Southampton,25,38,3,0,2,1,1,3,2,1
Ipswich,Sunderland,22,40,3,1,1,1,1,3,1,4
Man United,West Ham,27,46,2,2,1,1,2,2,3,1
Tottenham,Newcastle,43,29,0,3,2,2,1,2,4,2
Newcastle,Tottenham,29,43,2,1,2,2,3,0,2,4
Chelsea,Arsenal,14,0,3,1,1,2,2,1,1,1
Liverpool,Aston Villa,25,1,3,0,2,2,2,1,3,0
Man United,Bradford,27,8,3,1,1,3,1,1,3,0
Southampton,Charlton,38,13,2,1,2,2,0,3,0,0
Arsenal,Chelsea,0,14,1,2,2,1,1,3,1,1
Newcastle,Coventry,29,15,2,1,2,1,3,1,3,1
Middlesbrough,Derby,28,17,2,3,0,1,1,3,4,0
Tottenham,Everton,43,18,1,2,2,4,1,0,0,0
Man City,Leeds,26,23,0,3,2,3,1,1,0,4
Aston Villa,Liverpool,1,25,1,2,2,2,0,3,0,3
Leeds,Man City,23,26,1,1,3,2,3,0,4,0
Bradford,Man United,8,27,1,1,3,1,1,3,0,3
Derby,Middlesbrough,17,28,3,1,1,0,3,2,0,4
Coventry,Newcastle,15,29,1,3,1,2,1,2,1,3
Charlton,Southampton,13,38,3,0,2,2,1,2,0,0
West Ham,Sunderland,46,40,1,2,2,1,1,3,0,2
Everton,Tottenham,18,43,0,1,4,2,2,1,0,0
Sunderland,West Ham,40,46,3,1,1,2,2,1,2,0
Leicester,Ipswich,24,22,2,0,3,2,1,2,0,2
Ipswich,Leicester,22,24,2,1,2,3,0,2,2,0
Leicester,Arsenal,24,0,2,0,3,2,2,1,0,0
Man United,Aston Villa,27,1,4,1,0,3,1,1,2,0
Ipswich,Chelsea,22,14,2,1,2,1,2,2,1,4
Everton,Coventry,18,15,0,2,3,1,3,1,3,1
Man City,Derby,26,17,0,2,3,2,1,2,1,1
Coventry,Everton,15,18,1,3,1,3,2,0,1,3
Chelsea,Ipswich,14,22,2,2,1,2,1,2,4,1
Newcastle,Leeds,29,23,2,1,2,2,1,2,3,1
Arsenal,Leicester,0,24,1,2,2,3,0,2,0,0
Middlesbrough,Liverpool,28,25,2,3,0,1,0,4,0,0
Derby,Man City,17,26,2,1,2,3,2,0,1,1
Aston Villa,Man United,1,27,1,1,3,0,1,4,0,2
Liverpool,Middlesbrough,25,28,4,0,1,0,3,2,0,0
Leeds,Newcastle,23,29,2,1,2,2,1,2,1,3
Tottenham,Southampton,43,38,1,2,2,1,2,2,0,0
Southampton,Tottenham,38,43,2,2,1,2,2,1,0,0
Sunderland,Bradford,40,8,4,1,0,4,0,1,0,0
Bradford,Sunderland,8,40,1,0,4,0,1,4,0,0
West Ham,Charlton,46,13,1,1,3,1,1,3,1,1
Charlton,West Ham,13,46,3,1,1,3,1,1,1,1
Leeds,Aston Villa,23,1,1,1,3,4,0,1,2,1
Aston Villa,Leeds,1,23,1,0,4,3,1,1,1,2
Bradford,Arsenal,8,0,1,1,3,1,3,1,0,2
Arsenal,Bradford,0,8,1,3,1,3,1,1,2,0
Derby,Charlton,17,13,1,2,2,1,2,2,1,2
Charlton,Derby,13,17,2,2,1,2,2,1,2,1
Newcastle,Chelsea,29,14,3,1,1,0,2,3,1,3
Leeds,Coventry,23,15,2,1,2,2,2,1,1,0
Middlesbrough,Everton,28,18,2,3,0,3,1,1,2,2
Coventry,Leeds,15,23,1,2,2,2,1,2,0,1
Southampton,Leicester,38,24,2,2,1,3,1,1,1,0
Man City,Liverpool,26,25,0,3,2,1,1,3,1,1
Liverpool,Man City,25,26,3,1,1,2,3,0,1,1
Sunderland,Man United,40,27,3,2,0,0,1,4,0,1
Everton,Middlesbrough,18,28,1,1,3,0,3,2,2,2
Chelsea,Newcastle,14,29,3,2,0,1,1,3,3,1
Leicester,Southampton,24,38,1,1,3,1,2,2,0,1
Man United,Sunderland,27,40,4,1,0,0,2,3,1,0
West Ham,Tottenham,46,43,1,1,3,2,2,1,0,0
Tottenham,West Ham,43,46,1,2,2,3,1,1,0,0
Coventry,Arsenal,15,0,0,2,3,1,3,1,0,1
Bradford,Aston Villa,8,1,1,1,3,5,0,0,0,3
Aston Villa,Bradford,1,8,0,0,5,3,1,1,3,0
Tottenham,Charlton,43,13,1,3,1,0,2,3,0,0
Leicester,Chelsea,24,14,0,1,4,0,2,3,2,1
Arsenal,Coventry,0,15,1,3,1,3,2,0,1,0
Sunderland,Derby,40,17,2,2,1,3,1,1,0,1
Man United,Everton,27,18,4,1,0,2,2,1,1,0
Leeds,Ipswich,23,22,3,1,1,2,1,2,2,1
Ipswich,Leeds,22,23,2,1,2,1,1,3,1,2
Chelsea,Leicester,14,24,3,2,0,4,1,0,1,2
West Ham,Liverpool,46,25,1,2,2,1,2,2,0,3
Middlesbrough,Man City,28,26,1,4,0,2,3,0,1,1
Everton,Man United,18,27,1,2,2,0,1,4,0,1
Man City,Middlesbrough,26,28,0,3,2,0,4,1,1,1
Derby,Sunderland,17,40,1,1,3,1,2,2,1,0
Charlton,Tottenham,13,43,3,2,0,1,3,1,0,0
Liverpool,West Ham,25,46,2,2,1,2,2,1,3,0
Leeds,Everton,23,18,4,0,1,2,2,1,2,2
Everton,Leeds,18,23,1,2,2,1,0,4,2,2
Ipswich,Arsenal,22,0,2,0,3,1,2,2,0,1
Middlesbrough,Aston Villa,28,1,1,4,0,4,0,1,1,1
Southampton,Bradford,38,8,2,2,1,3,1,1,2,0
Man United,Chelsea,27,14,5,0,0,1,1,3,1,1
Leeds,Derby,23,17,3,1,1,2,1,2,0,0
